,gender,age,cust_id,income,member_year,member_month,member_day,gender_label
10985,M,47,ab4b4416434b4f6e803b39ed5fe01a27,73000.0,2017,8,28,2
10986,M,73,c7d7aa1b34dc4fdaa98d538e0e83a629,32000.0,2017,11,15,2
10987,M,51,1e2ad9f03fad4369a78e871b807885d4,68000.0,2015,2,27,2
10988,F,62,a411525d66d7480aa52869a5804cc8a0,49000.0,2017,8,21,1
10989,F,33,5fc5ab86de364cdb87da02f0b2489143,37000.0,2017,8,6,1
10990,M,68,f02a52cc9cf44c15a9710da746c7f329,39000.0,2017,12,27,2
10991,M,57,c84d413645104090bf2883a2c67a31b1,109000.0,2017,11,14,2
10992,M,66,44e30e38a2a146edb83819aad2d1e32c,60000.0,2017,8,26,2
10993,F,51,a24f1f58f75a442c946fe7659cfd6112,105000.0,2017,12,11,1
10994,M,73,2dfba4dbfa934a22883eaa3778cadf66,62000.0,2017,11,7,2
10995,M,58,57760e0d402d41ea970481bd848d1f51,108000.0,2017,10,26,2
10996,M,31,bcc9341f05fc43ba811649020fe99496,50000.0,2013,8,27,2
10997,M,41,907e78791e0a4e58b91eee23eb7048d0,69000.0,2015,11,14,2
10998,F,55,145e5748cf504c1a82adb8bd8d57ae2f,113000.0,2017,12,15,1
10999,M,62,04c4f933a8864cccbd4560e090355657,54000.0,2017,8,2,2
11000,M,69,81df0ebb860a487ca63771b53d5a3375,57000.0,2017,7,13,2
11001,F,91,47e5786909ce4681a09655a8c04de607,64000.0,2017,8,4,1
11002,F,94,f3f52439fb9549e590bd901d1ba65b8b,44000.0,2017,1,28,1
11003,M,54,f5e59fcc182842b3bb64ab59f2c79ec9,71000.0,2017,1,18,2
11004,M,77,612b51c917404bd4a62d46e5b2fedfca,96000.0,2018,1,13,2
11005,F,53,a1a51f4f039b496580e9e3639dbee210,40000.0,2017,10,25,1
11006,F,52,4f033f31c7374f69806e8bf90a5161e5,78000.0,2018,2,19,1
11007,M,43,b9326b9931164a05ab2c76266832d481,69000.0,2015,11,5,2
11008,F,49,e1cb75a9e9b6432cb0931e7573b47b5d,80000.0,2017,11,5,1
11009,M,33,0df14ab3f3274a0bbc4c76acef224f02,51000.0,2017,11,4,2
11010,F,62,8a540a35d6fd4a68ba49e03c8f52955f,56000.0,2016,3,12,1
11011,F,59,958983269f8544e5ba636832c389faec,62000.0,2016,12,28,1
11012,F,49,1da9869eff9c44cdbac2f1e4b9567df3,83000.0,2016,4,18,1
11013,M,77,b93935163cfb40399e6c1a3760b64f6d,109000.0,2017,12,24,2
11014,M,47,af58b21715ae4b128897d70ebe49b3f0,37000.0,2016,3,24,2
11015,M,19,8376fc5062bf46be963ae813903ecdad,36000.0,2018,5,23,2
11016,F,31,36cc0745b3924bcab5a16ee7d27bdade,59000.0,2017,9,28,1
11017,F,61,ba555d2967f2424ab7eeedef1d06201b,64000.0,2018,5,4,1
11018,M,33,53801ced6c2041d6a7264f07e12ed493,62000.0,2014,11,24,2
11019,F,70,afbd41c03b5845a48e004a5bde31f7fb,113000.0,2018,7,15,1
11020,M,56,6fd0e04fecdb4a629a46ed4e60601f80,40000.0,2018,4,27,2
11021,F,45,102f765955ad4c28b922dc7858729f16,99000.0,2014,3,17,1
11022,M,50,1fc09b00cfc0448fa944d65f40aab67e,38000.0,2018,6,4,2
11023,F,73,231f415c3b34446ca71fa8cf0b2b974f,73000.0,2017,3,21,1
11024,F,71,94ce14b4e3774ecd908575ba7ab32f85,117000.0,2016,2,16,1
11025,F,70,b10ca9b4ffc54acb95d67c863a2a79a0,47000.0,2017,8,22,1
11026,F,53,7094d2b126a443369ad99924696810bd,96000.0,2017,4,20,1
11027,M,20,e6a8beec60ac456da9686315dc2ad9ed,72000.0,2017,6,30,2
11028,M,61,2091c0756edc4046a3cd3032522f6657,79000.0,2015,11,2,2
11029,F,50,3061f75d2b3b4a92b6b97019341d4f19,100000.0,2017,9,3,1
11030,M,39,76018bc0dfd64ccc8f2e7959bf627ba7,63000.0,2017,8,17,2
11031,M,18,4affa3ba745a4d2ab94abe96d963d3ac,68000.0,2015,7,30,2
11032,F,66,7eda3d5a77e14c64b340d08068d989cb,57000.0,2017,7,27,1
11033,F,50,3ca8487c414d477ca7ecbf2762f6c582,93000.0,2018,5,26,1
11034,M,64,07bdb81f215b4ef19653675c6eb2c447,76000.0,2017,7,29,2
11035,F,56,f589d1a5f1fa4e7eb30f811187bae14e,74000.0,2015,12,9,1
11036,O,54,3b6908e28e53490080c21188830598d0,52000.0,2017,11,9,3
11037,F,66,2963fdca412b439fa4e928ad4cb052f7,33000.0,2017,11,24,1
11038,M,53,dcadc299e3914526acf3eac4815b7930,45000.0,2017,8,20,2
11039,F,51,2c73097022014523a15cf9cb61d68703,71000.0,2017,12,13,1
11040,M,52,69b3cb78fe97445caaa5cbd0a01c1e6e,74000.0,2018,2,26,2
11041,F,52,750668ec40b54828a3712880f6236fea,80000.0,2018,6,30,1
11042,M,92,98da9b1c61c447bb806a7d259a715472,106000.0,2016,9,29,2
11043,M,26,a910bf664b7746fa8ee405e943958ca6,53000.0,2018,5,10,2
11044,M,59,a34c780f69674c9daf629ca1c6566f26,69000.0,2016,4,29,2
11045,M,55,b867b4b93a5941ef9948d5a1ea95008a,35000.0,2017,4,25,2
11046,M,57,ee94ec84c17d4c8d958a225c35ad4ee0,61000.0,2016,7,9,2
11047,M,62,dea3e2ba622d4e079d1870c40f0b3995,60000.0,2018,1,14,2
11048,F,64,f165018c3baa4cd0a22f454e7adcb9ba,69000.0,2016,12,1,1
11049,F,61,ed1d73d8ec2248a28d96460d99013c1a,56000.0,2017,12,14,1
11050,M,26,b36aea09d8cc4dc5929f0c97163ee56c,31000.0,2017,10,8,2
11051,M,22,3a688a86648b4d30826d23c53006eb42,41000.0,2015,9,15,2
11052,F,65,10ba891b9e464523b07bef8eceba125c,114000.0,2015,12,20,1
11053,M,50,cec6747153ef43048faad0841b62a9bb,82000.0,2015,1,25,2
11054,M,71,b13e032db2984d0a9e77e55cfa430205,64000.0,2018,1,27,2
11055,M,39,4415e9934c0e4f029be35752cbf17cd4,63000.0,2018,6,19,2
11056,F,40,2c4fb0413a3f414bbaf0c6738b99a4de,42000.0,2016,2,28,1
11057,F,60,2b783424dd2e471a95c062b826c0c473,96000.0,2017,6,1,1
11058,M,71,cb8291d29fcd482b8793aa18c970a71b,31000.0,2015,3,16,2
11059,M,46,8c7a45fe318b45b4a9307af34d1bd022,65000.0,2018,5,11,2
11060,M,59,9b6d460b5d0346f4aa64be7e6d713ce3,110000.0,2015,12,7,2
11061,F,72,9bdb9d94f1e5470bbba85b8bc39536d0,55000.0,2015,2,2,1
11062,M,53,9a4d52645ef04c3f8b171b7886dde619,33000.0,2017,9,16,2
11063,M,73,558dc65c7aa747deabd4faa52db7b002,66000.0,2017,2,25,2
11064,M,23,d83cd73288d34f7d894d1d4ce23dd3a5,39000.0,2014,2,25,2
11065,F,64,837a4b11ae21474d9e9da767de98616a,60000.0,2018,2,24,1
11066,F,56,e257f28d61934202a370dd6ac33f855f,47000.0,2018,5,1,1
11067,M,57,0118fbb66dd2443a9dd407d2c99a7672,55000.0,2017,8,21,2
11068,M,64,0934678d34c54056b8fb1203d8bad8ab,55000.0,2017,11,5,2
11069,F,39,2da420b2fc494ad8b15dd1252b4731be,37000.0,2018,5,12,1
11070,F,79,6747faa91f384df58721b0f942a1f76c,105000.0,2017,6,28,1
11071,F,76,4b31e509bb5c400b9047c2c42035c0b6,47000.0,2016,10,11,1
11072,M,22,b912b714bf5e40609f6ff25a9a542a9c,56000.0,2018,5,8,2
11073,M,39,bd82f4a7cc964f6c9645e911e794dc86,37000.0,2017,12,24,2
11074,F,55,1770fd147f2342b8b647ef5f42141fc9,54000.0,2018,4,13,1
11075,M,28,9726361a96044280a16ee85ec75d6ef1,37000.0,2016,1,19,2
11076,M,51,7406d9710fe84954a89246bf5e8dc409,84000.0,2018,1,19,2
11077,M,41,828dac4565f347c08ec68791043a536c,77000.0,2016,1,9,2
11078,M,74,3573e62539284ca6b4a68ba723613523,80000.0,2017,6,29,2
11079,M,35,31e915c24163436790b97c1d45b545f6,60000.0,2017,12,24,2
11080,M,57,272dc7a93ed646f1ac585836e869ed02,97000.0,2017,10,25,2
11081,O,68,84615238da124844bef52a983d1a2ec3,43000.0,2017,12,11,3
11082,M,79,9d73282e268c4b2c9ac4e1921011b87c,66000.0,2015,10,7,2
11083,F,62,f86af496c16140a5a9e4fbe605a27bb5,97000.0,2017,8,28,1
11084,F,68,e8c336eb5d804723bae01588c126b222,93000.0,2017,2,24,1
11085,F,39,5e0cac0673884c67b9eec062a30473f3,32000.0,2017,9,9,1
11086,M,44,e8d3940d5ad448d9911b28aae5e31536,89000.0,2018,1,16,2
11087,M,63,683cc3d7e6974945ae2b60244d3c3b80,68000.0,2014,1,31,2
11088,M,56,a832f09d7a934f1d806596b3ab1c8d09,87000.0,2018,2,12,2
11089,F,41,871f839ad65c4bb9bfd6ed4baf7b4193,33000.0,2017,3,29,1
11090,M,56,52154874678e4232850ccddb5d7f008c,79000.0,2015,11,6,2
11091,M,66,9a6c9d73cc284fa98a1330a5a0bde1b3,56000.0,2018,1,25,2
11092,M,82,37aafe9fc59444e3b10a36ad9e6eb406,81000.0,2018,3,26,2
11093,F,44,2a1cb179fd8f4dc8b44949eeced7d7b1,64000.0,2016,4,7,1
11094,M,36,bb78f4ec254e4eea8c31c85fa08e6ecb,56000.0,2016,5,28,2
11095,M,67,e5f9bc8122ad4676a7dfbd6cb003878d,35000.0,2013,9,29,2
11096,M,55,14aec0282fa74553920a36eecf20a478,58000.0,2017,8,6,2
11097,F,58,09dc6bc32ad74886b405dc2f455ddb4e,81000.0,2017,2,20,1
11098,F,82,c63334d18bcd46568118300b1aa97df7,82000.0,2017,12,14,1
11099,M,25,9c2ff857fe4a482f9ef6cbab6bd551c2,34000.0,2017,10,25,2
11100,F,75,cd0f84578949465d8eada90884f8f05f,64000.0,2017,10,31,1
11101,M,53,1d8a7055b6fd48b49c47693770a2fdd1,74000.0,2013,8,22,2
11102,M,37,0bdd63f5331b4c7eb571a9cbecfb4fb7,49000.0,2017,12,15,2
11103,M,67,358dd6e10a994567ab25da15b9e5529e,57000.0,2016,8,7,2
11104,F,26,535b7a61cbaf44b18057a564ea3fa32b,44000.0,2016,8,30,1
11105,F,65,a9c7d1360f714c21be1ebed72921a6ac,72000.0,2018,5,2,1
11106,M,67,d42b3ac8b2b8478da12ac86e708d784a,51000.0,2017,11,27,2
11107,F,23,d0d5466a6c6f4f5782d6b8f2542a84f8,73000.0,2018,4,27,1
11108,M,86,e1ee728691cd4b26a1e51502209903a9,66000.0,2018,6,15,2
11109,M,48,e2ec0095691e46aabcb8c8a5b41fad15,66000.0,2014,5,15,2
11110,F,59,952f9040dd1c4c64a0a1ee4e42fe23eb,68000.0,2016,4,7,1
11111,M,64,08df8f2800684b3ba9e1e18d76ef51dd,80000.0,2015,9,22,2
11112,M,55,5f387e6735474f63af34bf59f73c5124,34000.0,2016,3,7,2
11113,F,88,1c963da68f7c42ab92d35c1f04e03181,80000.0,2017,2,21,1
11114,F,64,5e6b3df1c36b4987a0707be5a5288ab2,60000.0,2015,1,30,1
11115,M,64,2db0f863824b49a599926b5a8b24cdf9,98000.0,2017,10,2,2
11116,F,80,e916f2c6501b48e5889eba155b338b47,31000.0,2017,10,11,1
11117,M,77,143c28deab3f41f1ae3aa9a6670877b0,81000.0,2015,9,30,2
11118,M,32,5ad8ccb7be774a8cb4a08371147b2cde,32000.0,2018,3,25,2
11119,F,52,a4b31623ede94b5e9a945a2c1264b30d,73000.0,2017,10,13,1
11120,M,61,4869681400d94bfabe9d3923cc251b26,31000.0,2015,12,5,2
11121,M,57,2ad0a53e743d4aa19cca32b3a1651019,83000.0,2016,1,3,2
11122,M,76,af5006474eed41038fd53ad352e98f5b,54000.0,2016,12,15,2
11123,M,57,14d2c0a1d5bb4ffa87ad74b5c41189a9,42000.0,2018,5,31,2
11124,M,20,626c385a5ea447c9b921c35fcec21a9c,72000.0,2018,7,5,2
11125,M,69,7289d4edea3843f28c2ceeddcff360d2,67000.0,2017,10,10,2
11126,F,78,31f3eb29ed064366bff38292d1629190,73000.0,2018,6,5,1
11127,M,63,303466174d714fa3b39704f93ae3f155,51000.0,2018,1,25,2
11128,O,39,1aed24d32a26468c896d4bba06e62768,89000.0,2016,11,17,3
11129,F,43,ba6acc5c02514f74a5838f92f70a9684,58000.0,2016,4,1,1
11130,M,20,3cf6c70acf1f4035bd7aa8d272655a94,39000.0,2018,6,5,2
11131,M,40,8b15b7b0e20a4ee7b6c0104a4347056b,61000.0,2017,7,28,2
11132,M,62,00b3400e4ff64ee68ce9ada1d0c222f0,80000.0,2016,8,25,2
11133,M,57,7594bc509b914aa19f35ed3fbf7b0c81,66000.0,2018,1,6,2
11134,F,50,32d10ac327d341989541e004215cf8b8,107000.0,2017,4,8,1
11135,F,54,3ba4e03ddb1f4a12af4da9942b563df2,79000.0,2018,6,24,1
11136,M,45,fe66b9029bf34fdbae7b4158b9e01bb7,52000.0,2016,11,6,2
11137,M,32,f035bb00515c408cbe7abfd7f70f8620,38000.0,2015,2,16,2
11138,M,54,d49af5885cad4f6d89bb9c2ad1d85997,36000.0,2018,3,25,2
11139,M,45,e898f8d0cc514692aee817765d1584e9,32000.0,2017,11,21,2
11140,M,62,839649618a584369a51d594acbd1e80d,116000.0,2018,4,19,2
11141,M,61,cc4e9e91ab4f4964a34882c87b68d632,36000.0,2016,6,8,2
11142,M,68,8d0f347ee84540b990fe6a1375296d0e,95000.0,2018,2,6,2
11143,F,44,d242fd73828b476eb961b9c75c53b327,53000.0,2016,10,23,1
11144,M,66,90cae853cfaa4f42b5e397d518d7073f,39000.0,2015,9,5,2
11145,F,65,fe8f36c2ab3f41a4bcb662fe2d3b208d,70000.0,2017,6,21,1
11146,M,58,29164c64f2134a9c929075ff3340662a,41000.0,2018,7,8,2
11147,M,55,d9e5e0c806da46268f0a1905c6e212c2,65000.0,2014,9,20,2
11148,M,58,b3605dd45a6d46bc8439e79c028bde4c,42000.0,2017,3,6,2
11149,M,51,ad9c1730a8124d3dbb40e9aa5d98c608,39000.0,2014,7,25,2
11150,F,56,abb51bfc362344dfb1b1ad7eb8df1ca1,40000.0,2018,6,14,1
11151,F,21,0c4469885bf54976a3a595ec6acc3847,45000.0,2016,8,19,1
11152,F,65,e6ed082e2f7a4f9f94466b7fdb560f05,74000.0,2016,1,18,1
11153,F,40,6377c06cd63b404b92a831d2ebf8e541,61000.0,2017,8,1,1
11154,M,29,68f42565785b4e23aac93af7759bd0dd,61000.0,2018,3,17,2
11155,M,68,b50b135eb4c04dd9ad7f64d50f5c8855,31000.0,2017,9,10,2
11156,M,29,fa603420f0dd429fbf70a38a26e67c9f,45000.0,2017,10,7,2
11157,F,27,7ae5c11ed91f401faac9d8817f456994,65000.0,2015,12,22,1
11158,M,18,976b4e8c34884e0bb9af62e5952299af,43000.0,2017,12,26,2
11159,M,73,1c8cf4af93464dcaa971cfcffc2cc1e5,97000.0,2017,7,25,2
11160,M,42,a556e874244e4abc84a2e032a73cf3ad,47000.0,2018,7,8,2
11161,F,56,8aef76b765204f9ab1b63d601dd8be63,52000.0,2018,7,16,1
11162,M,67,dfb71ecf2c814db09d3a0d051fc79b43,71000.0,2017,3,13,2
11163,M,60,dce09fd909a6454d8da76acab4b4f06f,52000.0,2017,9,4,2
11164,F,57,7a57aafe16ed4462a2d388277719ffd2,75000.0,2015,11,4,1
11165,F,91,61dbd2514d7947f8be212794e4dd56ed,74000.0,2016,2,15,1
11166,M,56,03bbce97de8240359c2706a4c9f537f2,52000.0,2016,10,19,2
11167,F,64,a43342085d674672b26ddd5331f47c17,73000.0,2017,10,30,1
11168,M,55,20b3452f733e43c39e6775b07bc270e7,45000.0,2017,10,25,2
11169,M,95,d1c50a0b12b84565a5182ee69f6c773e,51000.0,2018,7,25,2
11170,F,53,a5de55851a684b2f8b31a7d9043f0210,72000.0,2018,2,28,1
11171,M,26,b70b0887302244668cf688e017a3537b,45000.0,2014,8,11,2
11172,M,48,5063e84165654c068290aa0ec015e219,47000.0,2017,9,1,2
11173,M,71,dacb3543b4514f6f80e81e0e6cfddda5,68000.0,2017,12,15,2
11174,M,53,72a6a2e611c04533bec280d3700fbf3d,118000.0,2017,4,6,2
11175,M,53,89d8a13cb46b40c59407f5c02b1a8696,74000.0,2017,11,5,2
11176,M,67,a06a9b36471a41a68ee7ca8f90294f5c,53000.0,2017,11,23,2
11177,F,72,e6de965c34634eddb597c630f89ce73c,56000.0,2018,6,3,1
11178,M,35,bd06525874e148689e502cda5623b25e,66000.0,2016,3,26,2
11179,M,48,83c2f8b74eb94d3aa06be3beb1b3a2fd,43000.0,2015,2,16,2
11180,M,54,1845602260c648c8a308952233f249a1,82000.0,2018,6,26,2
11181,M,45,573be1fbaa5c459a9644e10e1ebb07a0,63000.0,2017,6,20,2
11182,M,61,6e63df67194c449d8e5aacebc45db63c,37000.0,2018,2,14,2
11183,M,81,03b810ec338c4a85b063449f40c7b9cc,63000.0,2018,2,14,2
11184,F,47,864162f4e89942f6a1391ac5f2142fc3,70000.0,2017,7,30,1
11185,M,71,14beaba5927246a8891d3c74257a9a99,74000.0,2017,12,12,2
11186,F,64,054a387e28fb4939abfe484ea801ff3f,61000.0,2016,5,7,1
11187,M,62,8d293088253944ff88226578923f418d,85000.0,2018,1,24,2
11188,F,37,c5f6cfb26f7e405f8403da6575eceadd,46000.0,2017,12,19,1
11189,F,68,eb4d5a6585a0427aafdaab2e6f2c4584,42000.0,2017,4,19,1
11190,M,31,42f35f86d08c45b39814fb3e4dbe8c07,63000.0,2017,11,22,2
11191,M,58,083d316ee57640689731e5e7be9d5c20,55000.0,2017,11,26,2
11192,M,74,f0682c70915343d2a721134720c52bd3,96000.0,2017,5,10,2
11193,M,64,e1fe3afc4d4d4f9d848f69ae429ed728,70000.0,2015,9,15,2
11194,M,70,4fb65757dc0c48e19008422711af52ba,99000.0,2018,1,12,2
11195,F,52,7784652beb5d4a26955c561b63f3099b,85000.0,2015,10,29,1
11196,M,25,2989ffb9c4d0431b8c7f21368b21f804,47000.0,2016,5,12,2
11197,M,55,ba03c35a917c4b4b9a04b77bcde7d330,81000.0,2017,11,14,2
11198,M,51,7020bdbf369b49469b7f4959de1cca35,56000.0,2018,7,17,2
11199,M,38,8f9b3a14beef4771a37fc05f1d7574d1,37000.0,2015,5,30,2
11200,M,52,befe1ffdb78b4e43b7bad2bc8efc284a,75000.0,2018,5,9,2
11201,F,29,efc335a156ca4d6c9338938270b21f58,31000.0,2017,9,26,1
11202,F,63,8c3e347b4de941299355cded147c541c,71000.0,2016,2,14,1
11203,F,78,ec58b08e4c184bbca848bfc48d56b0a9,112000.0,2016,6,20,1
11204,F,85,67b3dd9298174ec5bcbe56f30b31a34e,112000.0,2017,2,26,1
11205,M,51,b1d541fa105e4b6f8f6c6a14831e938f,58000.0,2017,11,8,2
11206,F,92,ce17a75119064a1ebd8b057478f78860,41000.0,2016,10,25,1
11207,F,56,5956b48eb2dc4f3f9ee56615a2c1e3c0,108000.0,2016,9,15,1
11208,F,59,08b352c3e09a42e1900892a317f2b84e,81000.0,2017,11,11,1
11209,M,67,c218177304b94ff0a0953f3ce9867870,113000.0,2018,6,9,2
11210,F,33,ef8f68ebd37f4560ae141cb13317ef06,40000.0,2017,8,2,1
11211,M,33,6bb9186fb03e4d99a4c7f10ce849c65b,37000.0,2018,4,5,2
11212,M,52,084c6cf4cd3a46a288e55ab2213e644c,34000.0,2017,9,25,2
11213,O,55,ba95c8b450ba4740bd815048c5045307,33000.0,2017,8,3,3
11214,F,27,97c1300e59de49a499cf33f476be1fb0,36000.0,2018,2,23,1
11215,M,24,371942bd84494c0380b8ce6afc99031e,60000.0,2017,6,28,2
11216,F,19,625d12f6c0ff481ca23ebefddd0e8d0a,41000.0,2017,12,23,1
11217,F,53,dea73e22426d4cabb8e8b11c1459b692,66000.0,2015,11,27,1
11218,M,32,dfacd75fc3a24b459069e1fe92083640,68000.0,2014,4,2,2
11219,F,57,c75d84de729c431ea43a654f5dc3e85a,75000.0,2017,6,17,1
11220,M,64,8f4981a5cfb1444c97a0a77af1188144,80000.0,2014,4,24,2
11221,F,83,465cb36be7564b2898ebee8f54aff24d,51000.0,2013,8,19,1
11222,M,80,b612b3c9e4474994a1be321b637cf773,89000.0,2014,1,26,2
11223,M,50,f840b1e8ba924087890c36175448fddb,59000.0,2017,7,30,2
11224,M,70,c72ba22360484ab3b29e7a8620b86fdb,37000.0,2016,3,20,2
11225,F,48,8828821b64b24731a6da16806b3f50c5,41000.0,2018,5,6,1
11226,F,71,90e9f6de2d6f4830b544b4524a509f84,31000.0,2015,10,14,1
11227,M,78,0d0c8b66f0954686ad82e5eb8a61baf6,50000.0,2017,6,7,2
11228,M,55,a006a78a45ae4bc8bd4e6ce4d60db0c1,67000.0,2018,1,30,2
11229,F,29,4e3cfb3b10cb4832b72871f60c0630d0,43000.0,2018,1,4,1
11230,F,80,b22c0e74398046bd94c404285b01cd16,73000.0,2018,1,12,1
11231,F,73,fa513c65040e4cfdb473a1ee7e7a3be7,57000.0,2016,9,21,1
11232,F,43,a4cc155f15504d45a362713910b543e3,66000.0,2016,5,16,1
11233,M,31,f7e4e1ccb570482b8c2eed7622663ad2,38000.0,2018,2,22,2
11234,F,70,08a2693d053b4a18ac8276fdf1b396c7,42000.0,2017,10,9,1
11235,F,84,016086228d58476599d0b47881c25509,74000.0,2017,10,14,1
11236,M,44,ad635bcaa37140619ac0bf4149a1a713,58000.0,2018,6,20,2
11237,F,34,ca265792e65949d79b2b0e91bdd31c57,37000.0,2017,7,22,1
11238,F,61,c43f330f01334c58ae58d2ace626d305,64000.0,2017,9,30,1
11239,F,84,c05565aaf54f453589d27fe967a05499,62000.0,2016,8,6,1
11240,F,87,d27b2ed395fc4f1d814de65eb0815c95,86000.0,2015,8,29,1
11241,F,40,0cdc033bb1f44552a01956cbe57a43a6,53000.0,2017,11,3,1
11242,F,41,fc804c90fc79418180ead4b5b212d927,39000.0,2015,10,6,1
11243,F,53,7fcd4abb32c04fda8f47cea49680195f,71000.0,2017,3,18,1
11244,M,51,0976fd3ecfb84e1ca92d90b6adc2001c,41000.0,2017,11,23,2
11245,M,53,5ccd41b525974b16aa806a4cb96f66f8,50000.0,2015,7,16,2
11246,F,74,a8bd68eab90145c3b727358381988285,94000.0,2015,12,16,1
11247,M,27,100c2a889ba6424f9237fbfe0347c526,73000.0,2017,12,22,2
11248,F,21,f490559d2e3d45be94bd05cbe025c721,44000.0,2016,6,23,1
11249,M,37,9d6ba3960ad14a8ca4dc78626143d119,72000.0,2016,7,17,2
11250,M,57,05b1e22c61c849c4bddd497795f2ac37,111000.0,2016,6,18,2
11251,F,65,0580b842b328497ea4bd463af56c17e2,120000.0,2017,10,29,1
11252,O,89,ef0e2201ac374894a5e00336e52aea1e,81000.0,2016,9,9,3
11253,M,79,ddaf47394a574113b4ddf5b324ef9673,39000.0,2017,11,24,2
11254,F,37,ecc6f1cbb1ed41069d5d60461577250e,52000.0,2016,11,7,1
11255,M,51,7ce198d5265d469c9425cc91320e431b,43000.0,2018,2,23,2
11256,M,40,fe97ae4e27154d1aad39ceab8c25c9ed,41000.0,2018,1,15,2
11257,M,60,9ed5228b75954aa495605ec2a505a598,100000.0,2017,12,9,2
11258,F,27,f86637beefb14808bc830ac1443a09e9,62000.0,2018,1,26,1
11259,M,43,d802e00ce8d148e48aa4438732de04e7,72000.0,2018,1,22,2
11260,M,53,4d0142b1561949a289acbcf0245cbbc6,49000.0,2016,11,17,2
11261,M,33,e4f9dd315ac04e118660988452414272,50000.0,2017,1,23,2
11262,M,36,6b01eb4a81834a829cc5f8d031920642,60000.0,2018,3,26,2
11263,F,66,7b68d6af2973442584f5ac4e116ab369,74000.0,2017,7,15,1
11264,M,85,f1f01be4e2344bf08b7f488c115ad374,45000.0,2018,7,26,2
11265,M,23,397e33ebb12e4a3aa1e8ec840c84d104,36000.0,2017,5,1,2
11266,F,81,4a9bc1f40ff94099b16b010c4ba12ef3,36000.0,2017,8,30,1
11267,M,75,388d3a387a714cbb91d87aa41a52fd3b,42000.0,2018,1,27,2
11268,M,59,5cb65af515664bb0b39cdaa089244dc7,98000.0,2016,5,2,2
11269,F,72,b401089876624ff98e3afa052861ff2a,87000.0,2016,7,9,1
11270,F,54,eadded7715674f5baf27721e68c930e6,86000.0,2017,5,7,1
11271,M,58,2f3f59d11c714c678173aeca762e5a9b,82000.0,2017,9,29,2
11272,F,52,da7b78b3a6274912a30a86473462ae3f,88000.0,2017,3,12,1
11273,F,48,2e792741fcd548889f45c3399a1d6f69,93000.0,2017,8,6,1
11274,F,61,4e44a658d07f417dbba5ce73b6496194,105000.0,2016,8,8,1
11275,F,89,ea243636e09a49e3bbb2131f543473de,82000.0,2016,3,31,1
11276,F,72,10866c6b50f8488c90749df891cc31ef,72000.0,2016,1,25,1
11277,F,67,3ba7c14d1f9141ff92444054bd3fe79b,74000.0,2018,6,25,1
11278,M,67,4c47f03256264fce9077667148dfcac4,64000.0,2014,12,29,2
11279,M,42,bfb6f6f9544d4524be61925c58bac55d,42000.0,2018,5,22,2
11280,F,81,39744f47a979429e9b2dd5d3aace439b,89000.0,2015,12,27,1
11281,M,91,bf1b561379e04f6cb6c21901805c3c95,59000.0,2017,4,25,2
11282,F,59,cec067fa177d430ebb43dd6a179ab987,74000.0,2016,4,11,1
11283,M,67,3478c81d15234db3b702cefcf7c4afbe,71000.0,2017,2,22,2
11284,M,74,67107ab1953649f98cea6977b6018707,43000.0,2018,3,2,2
11285,F,53,bfce6d50205a4f6982d87ce80e5d5356,76000.0,2015,12,16,1
11286,M,53,20476d940d3a4ac5ab495104ba9b7dd1,80000.0,2017,6,24,2
11287,F,80,0e7642435a514809ab74563c86245c61,105000.0,2018,4,16,1
11288,M,53,a876a62f41174da5a4694db91b14cba4,54000.0,2018,3,15,2
11289,F,76,716a4a753ef345beaf8d57e266b930bd,52000.0,2018,4,11,1
11290,M,71,c49aba348fc64cbab46a6226c6f311aa,50000.0,2018,3,24,2
11291,F,75,9289e65861794b46976c13aa27fdf762,89000.0,2017,11,2,1
11292,M,51,21c16cf0c293423ca08647079f1783c7,66000.0,2015,10,26,2
11293,M,88,51c72503a69b4e469c61a3823dd12f16,49000.0,2017,10,25,2
11294,M,37,0707c762ab764cb2a29fec7f1cb798ba,97000.0,2018,4,23,2
11295,M,47,a568a22db3824c738b264f011b7390f4,43000.0,2017,12,7,2
11296,M,57,46475307923d4193af6e22bf9cba1a06,62000.0,2018,1,16,2
11297,M,19,386c579db7b84dc1ae1ffd88e2f94097,74000.0,2018,2,19,2
11298,M,85,6669e4f5e2904f19b091c3792a6187d8,79000.0,2017,11,10,2
11299,M,90,83e65dfdda80471991a6f1fa12c76b19,108000.0,2018,6,22,2
11300,F,57,48f2a019ef4940b1863ca3d5967f2944,40000.0,2016,8,13,1
11301,M,49,1b23e716c7ce45e38ffc2abd3e335028,71000.0,2014,5,27,2
11302,M,70,bec23f8eb6d842b0b1024967ea3c5cc4,42000.0,2017,9,21,2
11303,M,70,4aad295cdf4d4c129fe89678f5a860a6,48000.0,2017,4,7,2
11304,M,35,90406ad6c3514a198837be67b6b59cee,42000.0,2018,3,18,2
11305,M,61,d825b707198046e39baa4fdcfa11d621,73000.0,2018,4,23,2
11306,M,43,5312d41f8b894531863a6b507786d802,36000.0,2018,2,8,2
11307,M,18,6bd1af2841a6412ebce35605cc4c394b,60000.0,2015,9,14,2
11308,F,52,121640db35dc4acb805382c52875321d,114000.0,2016,4,12,1
11309,M,67,e9efde502cd0478caab475dfece7d412,37000.0,2017,9,16,2
